#,RAJ_decimal,DECJ_decimal,Gl,P0,BSURF
943,14.047,60.905,217.044,0.003495,1515288183928.0
944,14.181,21.449,300.838,0.005325,183232242101.0
945,12.142,54.579,247.836,0.002357,1205928516542.0
946,13.503,-39.21,215.032,0.002635,145592351776.0
947,10.125,21.003,118.622,0.004793,314528470864.0
948,13.715,67.782,208.083,0.003156,1341398873218.0
949,2.129,-27.669,96.859,0.00564,1206144722470.0
950,2.29,-16.399,193.365,0.005358,1181408902345.0
951,9.053,-70.231,138.94,0.003719,903269443704.0
952,2.246,70.43,121.867,0.005441,382138809326.0
953,3.093,-64.422,231.895,0.003987,248396614394.0
954,3.623,87.235,272.704,0.002856,147324877466.0
955,8.034,41.395,158.711,0.002253,944237399744.0
956,6.405,-5.083,139.447,0.002905,1007554431484.0
957,14.383,10.266,262.84,0.003564,257092903572.0
958,7.194,12.856,160.308,0.005771,687302781005.0
959,4.12,-66.71,153.692,0.002411,1016829063891.0
960,7.456,-26.472,238.367,0.004614,99935537977.0
961,6.758,38.665,90.395,0.003566,1215889643791.0
962,4.697,89.046,136.804,0.005125,1025164748214.0
963,8.21,24.864,234.885,0.00258,965225046660.0
964,5.984,-69.055,252.487,0.004677,95459782847.0
965,12.064,-44.14,121.358,0.00206,440407263941.0
966,7.646,-37.693,186.032,0.002509,1556838921600.0
967,2.751,-36.873,257.609,0.003885,360366809648.0
968,10.997,4.37,245.575,0.002236,234476394886.0
969,11.149,74.363,149.752,0.005883,506329961992.0
970,8.996,-64.785,113.86,0.005631,291116862356.0
971,5.766,-16.918,249.186,0.002198,1445184950447.0
972,5.239,40.678,262.003,0.003532,316933831607.0
973,13.51,-17.804,174.953,0.004863,1025853895242.0
974,1.824,-68.815,85.515,0.00323,1415321820195.0
975,10.357,40.883,299.702,0.004659,516623554902.0
976,2.837,39.726,106.761,0.005539,1077494016954.0
977,4.78,31.214,240.515,0.004261,299149629613.0
978,1.237,62.87,180.086,0.003375,567057199322.0
979,6.889,-62.308,139.504,0.005491,325541476424.0
980,0.783,80.975,268.214,0.002508,582692846361.0
981,2.819,-4.315,262.312,0.00253,1176453235392.0
982,11.682,-40.809,288.67,0.003888,231033345171.0
983,0.049,-19.774,266.405,0.004553,620544543523.0
984,4.684,-49.55,110.822,0.004596,469006238446.0
985,5.176,-43.732,252.14,0.005131,764275188589.0
986,4.067,-63.113,116.02,0.003747,1533065577208.0
987,9.729,63.852,83.709,0.004436,589899495488.0
988,14.412,25.927,190.055,0.004084,1359350288300.0
989,0.584,39.195,74.732,0.005292,616078086739.0
990,8.72,0.774,146.199,0.005096,562231921126.0
991,1.075,24.71,273.006,0.0022,858731852945.0
992,1.827,66.14,277.721,0.003247,15768638785.0
993,0.048,3.207,81.568,0.002956,1265218495532.0
994,1.723,77.693,174.737,0.003891,1031449682895.0
995,2.126,4.536,141.903,0.005808,895799807087.0
996,1.589,46.513,194.204,0.002648,72241969809.0
997,7.557,39.014,286.07,0.003553,436326680895.0
998,5.5,-32.378,208.681,0.00512,1387355178146.0
999,9.652,16.616,305.5,0.003472,609157449818.0
1000,13.856,-47.225,128.121,0.002889,1187310205368.0
1001,3.337,-23.225,175.885,0.004514,1006236314403.0
1002,2.836,-21.26,116.593,0.002415,822812208641.0
1003,0.61,-50.957,115.61,0.002954,1197607460469.0
1004,13.594,-33.301,300.333,0.005905,400797714726.0
1005,12.151,37.874,173.683,0.004676,735324100232.0
1006,3.571,29.803,71.217,0.003279,642391019101.0
1007,0.87,32.183,210.02,0.005277,1040831756606.0
1008,7.648,28.954,107.27,0.002321,933316752866.0
1009,4.52,-19.951,268.796,0.003896,1353484330094.0
1010,11.162,64.487,222.769,0.003318,828186884856.0
1011,4.049,66.618,182.409,0.003612,763396006101.0
1012,12.914,65.084,121.816,0.003494,240376515556.0
1013,1.328,-68.528,198.701,0.002495,361447594196.0
1014,11.073,56.234,162.389,0.005867,1215428878772.0
1015,4.37,-52.597,105.471,0.004363,871300734195.0
1016,0.438,60.029,135.577,0.003299,147907405974.0
1017,9.009,47.234,180.359,0.005668,105242843191.0
1018,4.481,12.398,304.632,0.004888,1394120373289.0
1019,8.643,16.568,109.512,0.005043,1531025068750.0
1020,13.593,3.178,284.163,0.003236,847613388960.0
1021,10.822,-55.633,293.83,0.005092,906509781215.0
1022,12.712,16.256,122.355,0.003585,992546129921.0
1023,6.653,-46.768,302.706,0.005545,1187643948596.0
1024,6.515,25.767,274.309,0.003971,583034267348.0
1025,14.323,86.667,208.704,0.00306,703365314986.0
1026,9.919,15.755,287.472,0.005551,256960959674.0
1027,14.469,-24.568,238.731,0.002121,1434435328473.0
1028,9.086,10.636,70.822,0.005285,20267281822.0
1029,7.607,70.235,101.912,0.003476,363441476430.0
1030,1.044,66.474,284.793,0.004269,174412609766.0
1031,0.919,-24.08,278.98,0.005498,1146622069300.0
1032,7.079,-31.097,158.329,0.005673,1519131090151.0
1033,7.718,40.505,263.891,0.002915,308634462603.0
1034,13.453,31.688,266.092,0.002308,894855297224.0
1035,10.135,-15.976,173.806,0.002024,614090336563.0
1036,4.875,-71.094,97.465,0.002724,116855694144.0
1037,4.881,48.114,206.708,0.003274,821185312045.0
1038,0.835,53.48,172.609,0.004998,954463254199.0
1039,6.988,75.743,239.996,0.005608,626072386380.0
1040,13.173,72.63,183.303,0.005324,386921070878.0
1041,8.674,-73.31,101.666,0.004503,1419723482784.0
1042,13.244,-70.1,288.398,0.004305,1475087286964.0
1043,7.022,-73.31,286.416,0.002455,1370069173787.0
1044,5.531,-70.067,80.738,0.003534,761504113085.0
1045,6.116,51.672,76.967,0.003665,1351913635745.0
1046,7.757,-10.388,274.945,0.004554,392245285313.0
1047,11.129,48.012,151.644,0.002416,435168445591.0
1048,3.778,-57.784,275.096,0.003052,322846660952.0
1049,12.961,-50.555,147.982,0.005656,271429624373.0
1050,2.781,49.139,302.618,0.005905,683772269036.0
1051,13.826,39.298,160.66,0.003523,1320867344207.0
1052,8.441,31.231,218.355,0.00511,1086250276253.0
1053,1.54,38.882,259.887,0.004087,525296323173.0
1054,5.432,59.699,287.783,0.004427,1533951713296.0
1055,7.107,-26.288,260.595,0.003635,457010986343.0
1056,9.03,16.832,105.063,0.00512,336880691690.0
1057,9.274,48.591,230.889,0.005983,991678055355.0
1058,9.779,10.475,288.215,0.002986,1475549612806.0
1059,5.329,-48.261,108.937,0.004927,417982824989.0
1060,0.38,-55.186,296.166,0.003678,506467465806.0
1061,3.779,44.887,253.573,0.002125,477129378449.0
1062,7.432,-33.954,182.672,0.003424,1155439696508.0
1063,13.654,-38.169,214.465,0.002194,569632950307.0
1064,4.95,80.821,280.773,0.002313,684835364791.0
1065,11.143,-8.071,275.477,0.003986,1019616455479.0
1066,10.847,-54.971,208.247,0.003413,264469986670.0
1067,13.835,-21.78,160.386,0.002229,1171347732776.0
1068,6.681,37.474,71.594,0.002721,67290997684.0
1069,13.524,54.529,123.244,0.004904,1323413950366.0
1070,11.276,-68.103,202.295,0.005894,85435811789.0
1071,1.566,-8.233,98.193,0.004248,113719009417.0
1072,6.325,81.219,250.413,0.004884,1530753090419.0
1073,14.04,54.457,276.68,0.005496,1514983261994.0
1074,4.328,20.654,238.724,0.004528,1304065348230.0
1075,8.228,21.049,133.006,0.005699,883894330076.0
1076,7.981,-68.607,160.671,0.00342,536960299973.0
1077,11.443,66.429,178.595,0.005334,165811913745.0
1078,10.938,-2.917,79.964,0.002227,1151666454641.0
1079,6.882,32.03,275.622,0.003916,1249100140396.0
1080,8.426,-15.872,75.155,0.004187,628219403410.0
1081,7.134,-45.219,222.113,0.004901,964965700120.0
1082,3.624,-26.281,180.956,0.004775,265892626850.0
1083,4.664,70.976,225.923,0.003432,796004354864.0
1084,10.236,-65.339,67.824,0.004427,1145653736196.0
1085,9.581,6.742,165.099,0.003972,977962912212.0
1086,0.51,-20.67,137.097,0.005589,1005411691661.0
1087,4.841,-65.905,69.845,0.004147,1336812228467.0
1088,4.075,54.486,172.331,0.005673,680713081667.0
1089,12.087,41.516,114.224,0.003832,579136954054.0
1090,3.808,9.152,220.237,0.005478,701551883904.0
1091,6.949,18.503,188.718,0.002619,824916778322.0
1092,11.299,52.119,209.8,0.005663,254238029826.0
1093,3.022,-53.357,272.36,0.004992,887885777246.0
1094,10.398,-40.707,145.538,0.003462,844146274765.0
1095,5.83,21.723,76.345,0.003231,949618105855.0
1096,12.75,51.286,113.776,0.003802,1454688265946.0
1097,13.704,32.641,291.917,0.00438,738834858799.0
1098,12.963,-33.689,95.849,0.003349,1485976711511.0
1099,11.802,7.365,121.518,0.00448,292715512365.0
1100,12.859,-63.831,71.064,0.003968,1563379399380.0
1101,5.834,42.475,218.601,0.003329,1091239826786.0
1102,2.458,-40.417,298.367,0.003551,774053891203.0
1103,9.789,-3.985,211.623,0.002489,230663513789.0
1104,13.416,-29.127,223.217,0.003655,324123767367.0
1105,3.545,14.914,301.03,0.002715,1089882175605.0
1106,12.681,50.939,112.255,0.005283,1384655621047.0
1107,10.149,39.859,141.207,0.003506,901064965393.0
1108,14.329,-54.198,192.331,0.003227,96087100418.0
1109,13.463,-63.343,217.773,0.00401,557596736479.0
1110,10.569,22.631,148.923,0.002252,928673588911.0
1111,0.506,88.349,67.55,0.004123,148413792646.0
1112,9.88,27.205,184.95,0.005334,601169929923.0
1113,9.279,-17.125,152.343,0.004727,934691415097.0
1114,2.602,-33.021,237.813,0.003061,1010279652964.0
1115,8.076,22.902,109.563,0.00238,379192486109.0
1116,13.169,-6.227,305.349,0.004761,1134267253808.0
1117,5.445,-43.362,89.508,0.003001,818731607575.0
1118,11.007,-28.17,168.23,0.002453,620849583251.0
1119,6.684,57.809,184.741,0.0049,1021593746889.0
1120,9.933,-41.03,168.917,0.005021,1143161253718.0
1121,4.528,47.767,219.68,0.004554,780044906331.0
1122,5.11,18.5,106.415,0.004027,240571019462.0
1123,8.024,42.305,141.917,0.004808,1153709698739.0
1124,11.673,77.964,304.391,0.005409,558472556958.0
1125,10.697,45.398,198.266,0.003977,682200794809.0
1126,7.524,10.245,161.004,0.004683,767478908149.0
1127,4.352,-68.02,276.446,0.002952,617919074673.0
1128,3.213,-8.612,176.614,0.003437,1467148396537.0
1129,5.309,32.873,206.075,0.005217,1366016480380.0
1130,4.355,-19.513,221.285,0.003407,631564676582.0
1131,6.279,-7.367,178.427,0.005892,899317283890.0
1132,5.811,26.579,178.163,0.005706,328240109572.0
1133,4.655,72.839,172.669,0.003197,557300077742.0
1134,1.576,-6.406,164.373,0.005251,993843625789.0
1135,5.94,-39.894,225.944,0.005344,909513395760.0
1136,10.559,85.532,256.601,0.005732,213584069480.0
1137,13.337,72.275,140.97,0.002123,160092250133.0
1138,6.99,24.648,185.114,0.003413,1104911699327.0
1139,3.203,35.781,108.791,0.00424,571572490068.0
1140,7.411,-27.576,250.701,0.003933,56680530550.0
1141,9.321,8.713,166.89,0.005053,1505258307470.0
1142,9.202,-68.738,201.753,0.003893,999335203364.0
1143,12.479,-40.865,127.506,0.004161,241317055644.0
1144,7.249,-41.772,285.468,0.005887,45923868815.0
1145,13.15,17.112,152.293,0.004579,423281505773.0
1146,8.71,-44.887,249.458,0.002245,604322361657.0
1147,7.879,60.246,290.974,0.002785,902240454795.0
1148,3.731,-42.449,291.112,0.003425,1189651175655.0
1149,1.041,81.807,207.99,0.002804,387623738314.0
1150,9.417,-3.026,153.005,0.004073,1036012436491.0
1151,6.686,6.842,132.048,0.00229,58870408313.0
1152,1.402,43.301,243.648,0.003161,170754512179.0
1153,3.272,72.298,76.807,0.002202,1361941069253.0
1154,9.718,89.462,265.434,0.005041,112223626969.0
1155,13.789,61.85,82.274,0.004015,959783529394.0
1156,10.833,75.278,150.966,0.002306,368722417018.0
1157,12.09,-37.147,224.842,0.004152,174565188783.0
1158,1.943,-54.651,233.614,0.00355,1505131973405.0
1159,0.816,61.847,76.753,0.004993,249098508382.0
1160,0.867,79.923,264.521,0.002087,41062202564.0
1161,8.018,-47.041,74.648,0.004572,1218418701437.0
1162,10.242,28.626,250.482,0.002788,1492374869025.0
1163,14.452,37.202,123.882,0.002557,299687175069.0
1164,1.456,35.279,153.846,0.003758,515638894137.0
1165,13.389,-65.762,114.653,0.003942,1023560391842.0
1166,6.637,32.844,186.481,0.004377,213788227189.0
1167,0.109,-8.376,215.69,0.003098,1292373332608.0
1168,12.846,82.64,106.678,0.002065,1012124683870.0
1169,4.592,32.959,251.0,0.003912,1132637961006.0
1170,3.822,-18.6,117.716,0.003526,1176145369788.0
1171,8.999,-19.531,168.678,0.003718,635554742929.0
1172,11.196,-38.007,93.43,0.004281,130345883079.0
1173,14.113,-26.081,199.61,0.004663,846963023108.0
1174,2.856,33.013,189.892,0.002059,1203404799185.0
1175,2.233,62.808,133.355,0.003519,1236128507812.0
1176,8.92,77.538,137.6,0.002693,1351096614288.0
1177,7.69,16.489,154.24,0.002717,915258060860.0
1178,11.9,66.163,128.926,0.005193,130991507480.0
1179,2.483,7.059,135.668,0.004608,1164395291058.0
1180,0.686,-67.176,198.09,0.004611,349615400913.0
1181,0.909,-8.48,180.886,0.0029,1103615702735.0
1182,14.212,35.885,199.601,0.004371,340575327922.0
1183,4.739,17.97,102.497,0.004276,1118237086564.0
1184,8.8,42.377,102.053,0.005838,1433116836243.0
1185,2.718,66.131,302.105,0.002984,374405414388.0
1186,11.724,89.178,177.3,0.00512,204021565340.0
1187,11.951,0.173,209.196,0.004758,532053152039.0
1188,0.394,66.949,76.923,0.003721,1235778912761.0
1189,7.489,-46.167,124.475,0.005063,1550127446206.0
1190,7.718,16.007,297.192,0.002117,1318651844406.0
1191,13.346,26.162,180.808,0.00291,898800749248.0
1192,5.474,53.827,184.609,0.003731,1337777101931.0
1193,7.988,-62.546,98.596,0.005183,1301300143691.0
1194,2.509,64.306,240.84,0.004509,142118898214.0
1195,9.106,-32.756,167.192,0.003023,1240902869247.0
1196,2.408,85.087,121.079,0.004087,726711983231.0
1197,0.174,-68.915,255.025,0.002685,1202504292375.0
1198,12.389,-66.91,120.016,0.004689,184524257502.0
1199,5.449,25.413,82.058,0.004385,847433123670.0
1200,9.685,65.898,120.991,0.005227,907016783098.0
1201,3.038,60.459,266.182,0.004132,68982533830.0
1202,0.974,-66.981,145.636,0.004471,1150111326500.0
1203,7.842,40.82,116.527,0.004425,331905171643.0
1204,5.198,42.943,167.901,0.003357,1315371009937.0
1205,13.433,-12.422,182.324,0.004784,245881112787.0
1206,12.45,70.914,147.86,0.005234,520800533120.0
1207,1.563,1.153,128.475,0.005201,219911452062.0
1208,4.708,66.552,301.508,0.00227,572652898756.0
1209,2.961,60.807,123.109,0.005841,1007392208804.0
1210,0.524,-57.064,81.616,0.005006,1465058660561.0
1211,9.989,-30.706,284.746,0.005976,196014656481.0
1212,13.231,6.134,135.356,0.00448,30643002664.0
1213,8.046,-46.959,302.187,0.005552,861413396180.0
1214,7.123,72.315,121.712,0.004566,1434355110507.0
1215,2.724,9.448,186.812,0.004121,1361914141063.0
1216,6.803,20.454,285.688,0.003705,1272343531166.0
1217,10.692,67.796,220.716,0.00578,673654211376.0
1218,11.083,-2.945,231.28,0.003479,694740572816.0
1219,12.445,66.747,295.686,0.005136,260681343214.0
1220,1.788,15.0,128.692,0.003813,831285016393.0
1221,8.216,71.575,98.674,0.003399,453940748709.0
1222,3.292,34.804,98.699,0.003934,1394259189871.0
1223,2.627,40.998,169.154,0.003809,1300122052650.0
1224,8.13,-38.001,138.459,0.004042,1397356256764.0
1225,7.252,2.507,135.694,0.002864,1125373457619.0
1226,13.044,-51.341,231.678,0.004849,495106566591.0
1227,9.056,-59.202,79.15,0.002865,1526983146280.0
1228,14.024,-0.15,70.838,0.003108,93181097604.0
1229,9.744,75.599,240.228,0.002432,1224997788076.0
1230,7.536,-18.045,148.329,0.00331,787028844014.0
1231,11.251,54.374,253.376,0.004314,6366967834.0
1232,2.661,-32.634,155.031,0.005439,275876162327.0
1233,9.433,-26.983,230.715,0.005826,327591687005.0
1234,0.383,62.984,294.679,0.00309,1023159500355.0
1235,6.5,79.302,305.024,0.004908,1061326581201.0
1236,8.002,-65.878,295.074,0.003246,1312458886258.0
1237,13.438,17.764,182.932,0.002487,1201663388883.0
1238,12.725,51.373,153.94,0.005213,1335231613534.0
1239,4.18,-15.457,138.508,0.003582,1208672210234.0
1240,0.989,-37.047,261.744,0.003984,1046654905948.0
1241,0.418,-0.838,86.301,0.004604,594555774120.0
1242,0.034,-23.665,222.468,0.004184,977439118464.0
1243,8.992,86.726,185.053,0.005564,155317853289.0
1244,13.848,-24.139,283.194,0.005646,866524503751.0
1245,12.255,16.193,79.101,0.005452,296087849916.0
1246,9.031,43.393,250.7,0.003927,686427225153.0
1247,4.041,19.31,126.625,0.002528,1117309210947.0
1248,14.162,5.159,98.21,0.003788,751178693595.0
1249,0.681,49.816,287.99,0.00252,357723892716.0
1250,1.089,-40.198,142.29,0.004421,1092587002175.0
1251,11.275,42.445,82.816,0.005735,664926282357.0
1252,8.674,-2.87,162.152,0.005526,1090578004533.0
1253,12.861,52.519,110.602,0.003242,842185286970.0
1254,12.288,23.562,221.26,0.002657,568270580331.0
1255,11.79,86.471,191.569,0.002351,272130493374.0
1256,1.135,33.071,171.322,0.004432,69024973476.0
1257,12.21,50.373,269.115,0.003405,1315937630825.0
1258,5.179,59.712,142.956,0.002384,1071590153875.0
1259,13.07,-29.633,150.064,0.002691,682818006610.0
1260,2.941,89.784,216.992,0.004427,1416387491793.0
1261,7.392,-14.369,119.175,0.004794,1154119908720.0
1262,6.576,-40.251,299.196,0.004694,1233057348124.0
1263,5.441,-41.052,110.974,0.004571,1364255850817.0
1264,13.829,18.392,154.247,0.004856,411988346741.0
1265,12.159,7.389,281.141,0.005614,1515937231499.0
1266,2.928,7.547,154.28,0.005194,1211962512023.0
1267,2.274,43.547,99.566,0.003464,778688876166.0
1268,13.909,73.143,290.133,0.002381,1239889664821.0
1269,0.78,-39.471,147.823,0.003612,842814178189.0
1270,13.862,84.181,67.402,0.004101,642183058934.0
1271,4.548,18.62,90.148,0.004777,1378158652982.0
1272,13.161,30.678,276.868,0.005967,124668412492.0
1273,13.856,10.126,117.305,0.002116,783280166415.0
1274,14.321,32.373,67.404,0.003035,1457132475326.0
1275,7.514,59.1,193.353,0.002036,1177448593726.0
1276,2.894,42.195,250.612,0.005269,1467023362436.0
1277,4.344,-39.963,200.595,0.00498,587727778511.0
1278,8.291,-26.905,203.23,0.005987,1157259476746.0
1279,0.544,79.339,295.077,0.00223,451862272683.0
1280,11.779,50.264,148.843,0.005825,567979654644.0
1281,14.293,31.582,114.485,0.005994,1346276510634.0
1282,4.515,62.68,141.611,0.004538,382656271957.0
1283,7.414,72.285,220.851,0.005313,780405297710.0
1284,10.156,54.693,204.03,0.003718,67769305517.0
1285,12.53,2.901,269.569,0.00402,1514371106350.0
1286,8.734,-64.692,211.674,0.00366,169371489512.0
1287,14.287,35.177,107.525,0.003429,482134573577.0
1288,9.389,28.832,227.453,0.002446,1545449806353.0
1289,2.892,-66.567,235.76,0.002914,540228072294.0
1290,2.194,67.369,146.811,0.002075,51092710764.0
1291,10.589,62.386,74.731,0.005031,940579679348.0
1292,4.737,-26.458,217.836,0.003584,1363807896707.0
1293,0.815,30.512,304.949,0.003598,1104040593216.0
1294,7.724,86.43,244.516,0.004085,697403840059.0
1295,8.602,7.521,183.496,0.003123,403542040116.0
1296,9.486,-51.659,257.87,0.004031,1017876126756.0
1297,9.412,31.272,107.851,0.00211,1204948129897.0
1298,2.16,57.06,149.116,0.002852,125651832812.0
1299,12.168,79.878,95.061,0.005252,602701756108.0
1300,7.117,1.846,78.541,0.005624,1419628828070.0
1301,11.157,1.247,76.934,0.002378,1364161598648.0
1302,10.331,58.901,180.607,0.003863,181863283002.0
1303,1.847,81.417,134.531,0.003396,1422206925319.0
1304,5.502,64.698,252.656,0.002734,1267881854156.0
1305,12.943,-21.056,200.072,0.004696,1396135771952.0
1306,6.184,85.169,189.295,0.004755,596434527407.0
1307,4.335,-41.313,246.661,0.003588,805564962894.0
1308,0.541,66.619,82.318,0.002086,1491279471855.0
1309,8.326,-39.264,112.434,0.002501,686848192577.0
1310,13.953,70.814,81.51,0.004549,381254160910.0
1311,10.32,46.53,262.474,0.005941,116700190614.0
1312,7.062,52.0,74.126,0.003873,1058305346286.0
1313,11.122,-45.63,215.21,0.005593,1563419813356.0
1314,5.705,-61.795,261.679,0.002631,506513220561.0
1315,5.444,-17.785,160.212,0.002562,1507211970034.0
1316,8.693,-55.111,214.084,0.005371,327915375951.0
1317,9.062,78.378,218.59,0.002255,643559282897.0
1318,6.688,-48.221,70.106,0.002428,477071030227.0
1319,10.11,-52.937,187.127,0.002441,619404623014.0
1320,10.069,11.958,199.198,0.003728,938891100661.0
1321,2.826,4.886,280.301,0.005422,1298147977345.0
1322,8.662,-59.334,76.317,0.002193,1461642131448.0
1323,7.32,21.773,286.206,0.003014,393547101684.0
1324,14.127,-9.335,69.855,0.00268,1212142834624.0
1325,2.571,-3.048,105.346,0.005111,1560459995568.0
1326,8.378,-62.952,303.331,0.003412,1183932924302.0
1327,9.89,6.769,159.147,0.002914,660608734938.0
1328,1.571,67.486,93.025,0.004104,81192115159.0
1329,12.729,-61.493,299.997,0.004736,1478164354405.0
1330,0.464,-63.389,244.57,0.002251,1266394975014.0
1331,2.69,85.522,113.452,0.005264,1281696033729.0
1332,2.139,47.002,69.356,0.004681,1270180755690.0
1333,11.042,44.208,142.656,0.004613,794130937406.0
1334,11.02,52.446,143.714,0.003127,1192569160058.0
1335,14.498,-70.005,300.384,0.002788,678566496035.0
1336,0.674,-32.089,203.079,0.003879,380999081722.0
1337,13.67,-23.537,226.085,0.003785,1343554735342.0
1338,0.156,-43.439,194.161,0.003377,32604284118.0
1339,12.205,50.837,283.497,0.004534,525291769596.0
1340,0.112,77.097,214.183,0.004815,568650014189.0
1341,3.006,-72.42,216.683,0.005177,282715257909.0
1342,7.301,22.297,279.094,0.004149,1053808440514.0
1343,2.536,-7.629,288.085,0.004946,327045746323.0
1344,12.358,71.608,220.214,0.003998,747144456332.0
1345,12.298,78.609,96.182,0.005408,2110134452.0
1346,12.631,-11.644,229.311,0.005286,119993191570.0
1347,12.647,73.228,265.928,0.004924,1168259041625.0
1348,13.174,21.471,212.17,0.004291,739545967960.0
1349,5.714,12.22,216.673,0.002101,1346573456019.0
1350,3.897,35.539,291.667,0.004309,362461222498.0
1351,12.916,-16.723,158.884,0.003514,1057409762012.0
1352,2.483,85.228,121.527,0.005344,123824613454.0
1353,14.007,88.104,204.552,0.003994,1503131240205.0
1354,13.117,-33.593,85.316,0.004979,463924201563.0
1355,7.005,34.461,108.406,0.002016,794702524364.0
1356,9.297,23.135,239.886,0.003757,77317214212.0
1357,6.157,-55.1,193.922,0.004105,1445356167272.0
1358,1.966,-46.492,132.989,0.004678,1563320865197.0
1359,7.136,-48.011,206.008,0.002232,1322106148949.0
1360,11.585,14.331,256.123,0.004428,736026903796.0
1361,3.777,-48.745,91.022,0.002008,465171651300.0
1362,9.398,16.349,301.906,0.004278,389180490805.0
1363,6.143,-59.464,203.029,0.005127,1024240171282.0
1364,1.123,-65.878,207.101,0.005509,540836443933.0
1365,4.022,-50.874,140.31,0.002664,56887905432.0
1366,2.292,17.547,103.333,0.003565,1404424581482.0
1367,12.502,-71.351,245.485,0.003973,1469633046202.0
1368,1.246,-6.325,203.395,0.004016,250298432218.0
1369,0.178,18.107,267.001,0.002868,1410563563970.0
1370,14.359,-11.346,78.315,0.005975,1502924928013.0
1371,10.866,-9.222,302.81,0.00357,1359073016155.0
1372,9.142,84.135,244.301,0.004906,669990780634.0
1373,12.806,33.26,229.391,0.005581,1235361320364.0
1374,10.073,68.778,204.058,0.00208,1236517525117.0
1375,9.192,8.921,114.965,0.002276,192189133259.0
1376,11.95,15.186,288.322,0.004123,1358621535190.0
1377,4.0,-57.161,111.107,0.002816,41347603110.0
1378,13.285,86.55,153.05,0.005722,442891498144.0
1379,10.34,-24.588,111.363,0.003767,1039000291798.0
1380,6.819,-15.923,200.066,0.005344,708148009696.0
1381,3.874,85.8,134.215,0.003037,597541378164.0
1382,5.205,89.43,94.322,0.005254,733838121107.0
1383,8.608,-7.823,252.546,0.004355,228364560011.0
1384,9.23,-7.187,81.453,0.005547,1097050621641.0
1385,1.603,89.677,110.229,0.003692,866331447709.0
1386,13.318,2.02,193.66,0.002339,473751333068.0
1387,8.276,70.811,216.077,0.004395,1067091070602.0
1388,2.704,-4.239,278.942,0.002542,1087769639923.0
1389,0.907,-0.582,176.274,0.003894,405371997891.0
1390,2.213,48.722,201.463,0.002189,116115666408.0
1391,12.623,-58.823,229.865,0.002669,551885861152.0
1392,7.693,8.823,301.208,0.003907,1114045742332.0
1393,0.465,7.206,294.884,0.003543,297631394119.0
1394,11.1,57.04,205.088,0.003021,752572491443.0
1395,9.646,3.293,177.984,0.004718,96142776820.0
1396,9.825,-6.94,221.199,0.00565,586921258234.0
1397,0.687,5.604,181.289,0.00536,1215302784063.0
1398,11.917,89.367,271.35,0.0055,142866229645.0
1399,12.423,18.801,258.581,0.005346,556553877604.0
1400,12.925,-6.495,206.002,0.003174,1121792485950.0
1401,4.306,6.235,294.59,0.004442,1001435109185.0
1402,11.542,68.996,279.638,0.002313,1202236803566.0
1403,1.031,-68.872,210.968,0.00368,465625177982.0
1404,10.291,66.206,71.021,0.003025,500724017885.0
1405,8.72,69.654,184.374,0.002041,1485593055062.0
1406,3.523,54.28,187.938,0.002923,1352243846279.0
1407,3.832,11.632,75.582,0.004046,957654696859.0
1408,12.192,89.28,99.635,0.004075,1002580022335.0
1409,8.537,-7.051,282.672,0.004947,468094306734.0
1410,0.259,-16.219,91.526,0.002356,502051522867.0
1411,13.493,3.624,240.2,0.004118,1223070234254.0
1412,1.966,70.999,227.383,0.004979,748969410885.0
1413,0.286,-38.086,250.148,0.003935,1516084803449.0
1414,13.778,-50.276,142.408,0.003398,728787654977.0
1415,1.17,-47.482,175.81,0.004845,430423851166.0
1416,5.972,-9.535,117.287,0.004473,701366023960.0
1417,2.303,35.392,158.97,0.005683,1418485784206.0
1418,12.921,70.015,174.697,0.002739,587134020343.0
1419,3.076,48.895,265.623,0.00358,426882903158.0
1420,1.756,-48.575,284.537,0.003178,452594527892.0
1421,14.308,36.134,236.734,0.005568,530582674946.0
1422,12.019,-20.178,278.973,0.005591,1223377947325.0
1423,2.829,-68.951,126.477,0.004156,811128613665.0
1424,0.551,78.722,226.391,0.005607,1419526350068.0
1425,6.261,-34.815,182.303,0.004707,429338474695.0
1426,6.121,-21.147,249.669,0.002303,840424775854.0
1427,11.804,-12.879,188.373,0.004779,817439480091.0
1428,4.611,55.237,174.701,0.005902,921256742145.0
1429,6.028,56.04,168.155,0.003575,1526212023787.0
1430,10.025,-52.997,228.304,0.002824,1344668721012.0
1431,6.281,30.976,173.865,0.005302,1081318728695.0
1432,10.535,-26.221,136.04,0.005155,190811647096.0
1433,13.396,31.698,282.015,0.00529,1355263157900.0
1434,13.125,32.105,102.195,0.003281,876690154783.0
1435,7.763,-6.136,179.661,0.004862,822859426136.0
1436,1.353,68.067,95.692,0.004266,577371489624.0
1437,4.733,7.995,304.231,0.002706,111660575557.0
1438,10.882,3.925,272.403,0.003625,368433437536.0
1439,9.586,-13.2,196.013,0.005869,736356425361.0
1440,7.491,89.394,137.62,0.004042,691327067118.0
1441,8.617,-13.173,264.435,0.005871,869224424615.0
1442,1.278,-11.122,79.966,0.004461,761479996581.0
1443,12.276,-36.38,152.471,0.002293,641332261484.0
1444,10.963,68.503,199.48,0.003646,1514125957769.0
1445,5.987,-17.578,89.498,0.004671,1496102319319.0
1446,3.713,-39.698,289.301,0.003857,340197887126.0
